year,data_mean_global,data_mean_nh,data_mean_sh
2263,1503.07999973967,1503.08012006533,1503.07987941402
2264,1502.5599997397,1502.56012006536,1502.55987941404
2265,1502.02999973966,1502.03012006531,1502.029879414
2266,1501.50999973973,1501.51012006539,1501.50987941408
2267,1500.97999973967,1500.98012006532,1500.97987941401
2268,1500.44999973972,1500.45012006538,1500.44987941406
2269,1499.91999973973,1499.92012006539,1499.91987941407
2270,1499.37999973968,1499.38012006534,1499.37987941402
2271,1498.84999973968,1498.85012006534,1498.84987941403
2272,1498.30999973963,1498.31012006529,1498.30987941398
2273,1497.76999973964,1497.77012006529,1497.76987941398
2274,1497.2299997397,1497.23012006535,1497.22987941404
2275,1496.68999973967,1496.69012006533,1496.68987941402
2276,1496.14999973966,1496.15012006532,1496.14987941401
2277,1495.59999973967,1495.60012006533,1495.59987941402
2278,1495.05999973967,1495.06012006533,1495.05987941402
2279,1494.50999973969,1494.51012006535,1494.50987941403
2280,1493.95999973972,1493.96012006538,1493.95987941406
2281,1493.4099997397,1493.41012006536,1493.40987941405
2282,1492.85999973967,1492.86012006533,1492.85987941401
2283,1492.29999973967,1492.30012006532,1492.29987941401
2284,1491.74999973969,1491.75012006535,1491.74987941403
2285,1491.18999973971,1491.19012006536,1491.18987941405
2286,1490.63999973972,1490.64012006537,1490.63987941406
2287,1490.07999973968,1490.08012006534,1490.07987941402
2288,1489.51999973964,1489.5201200653,1489.51987941399
2289,1488.9599997397,1488.96012006535,1488.95987941404
2290,1488.39999973968,1488.40012006533,1488.39987941402
2291,1487.83999973969,1487.84012006535,1487.83987941403
2292,1487.27999973967,1487.28012006533,1487.27987941401
2293,1486.7099997397,1486.71012006536,1486.70987941404
2294,1486.14999973966,1486.15012006532,1486.149879414
2295,1485.5799997397,1485.58012006535,1485.57987941404
2296,1485.01999973968,1485.02012006533,1485.01987941402
2297,1484.44999973966,1484.45012006531,1484.449879414
2298,1483.88999973966,1483.89012006532,1483.88987941401
2299,1483.31999973971,1483.32012006536,1483.31987941405
2300,1482.74999973967,1482.75012006533,1482.74987941402
2301,1482.17999973968,1482.18012006534,1482.17987941402
2302,1481.60999973968,1481.61012006534,1481.60987941402
2303,1481.03999973968,1481.04012006533,1481.03987941402
2304,1480.46999973967,1480.47012006533,1480.46987941402
2305,1479.89999973968,1479.90012006534,1479.89987941402
2306,1479.32999973967,1479.33012006533,1479.32987941402
2307,1478.75999973968,1478.76012006534,1478.75987941402
2308,1478.18999973968,1478.19012006533,1478.18987941402
2309,1477.61999973968,1477.62012006533,1477.61987941402
2310,1477.04999973967,1477.05012006533,1477.04987941402
2311,1476.46999973968,1476.47012006534,1476.46987941403
2312,1475.89999973968,1475.90012006533,1475.89987941402
2313,1475.32999973967,1475.33012006533,1475.32987941402
2314,1474.75999973967,1474.76012006533,1474.75987941402
2315,1474.17999973968,1474.18012006533,1474.17987941402
2316,1473.60999973968,1473.61012006534,1473.60987941402
2317,1473.03999973968,1473.04012006534,1473.03987941402
2318,1472.45999973967,1472.46012006533,1472.45987941402
2319,1471.88999973967,1471.89012006533,1471.88987941401
2320,1471.30999973967,1471.31012006533,1471.30987941402
2321,1470.73999973968,1470.74012006533,1470.73987941402
2322,1470.16999973968,1470.17012006534,1470.16987941402
2323,1469.58999973968,1469.59012006534,1469.58987941402
2324,1469.01999973968,1469.02012006534,1469.01987941402
2325,1468.43999973967,1468.44012006533,1468.43987941402
2326,1467.86999973969,1467.87012006534,1467.86987941403
2327,1467.29999973969,1467.30012006535,1467.29987941403
2328,1466.71999973968,1466.72012006533,1466.71987941402
2329,1466.14999973968,1466.15012006533,1466.14987941402
2330,1465.56999973967,1465.57012006532,1465.56987941401
2331,1464.99999973967,1465.00012006533,1464.99987941401
2332,1464.41999973968,1464.42012006534,1464.41987941402
2333,1463.84999973966,1463.85012006532,1463.84987941401
2334,1463.27999973969,1463.28012006534,1463.27987941403
2335,1462.69999973967,1462.70012006533,1462.69987941401
2336,1462.12999973968,1462.13012006534,1462.12987941402
2337,1461.55999973967,1461.56012006532,1461.55987941401
2338,1460.97999973968,1460.98012006533,1460.97987941402
2339,1460.40999973968,1460.41012006534,1460.40987941403
2340,1459.83999973969,1459.84012006534,1459.83987941403
